Scenario,Area,Period,Age,Sex,Ratio,Death Ratio,Population,Deaths
SSP2,Seychelles,2085-2090,0--4,Female,0.999,0.001,2.5,0.0025
SSP2,Seychelles,2090-2095,0--4,Female,0.999,0.001,2.4,0.0024
SSP2,Seychelles,2095-2100,0--4,Female,0.999,0.001,2.3,0.0023
SSP2,Sierra Leone,2030-2035,0--4,Female,0.976,0.024,625,15
SSP2,Sierra Leone,2035-2040,0--4,Female,0.978,0.022,630.9,13.8798
SSP2,Sierra Leone,2040-2045,0--4,Female,0.98,0.02,629.8,12.596
SSP2,Sierra Leone,2045-2050,0--4,Female,0.982,0.018,620.6,11.1708
SSP2,Sierra Leone,2050-2055,0--4,Female,0.983,0.017,609.5,10.3615
SSP2,Sierra Leone,2055-2060,0--4,Female,0.985,0.015,593.3,8.8995
SSP2,Sierra Leone,2060-2065,0--4,Female,0.987,0.013,571.7,7.4321
SSP2,Sierra Leone,2065-2070,0--4,Female,0.989,0.011,544.2,5.9862
SSP2,Sierra Leone,2070-2075,0--4,Female,0.99,0.01,511.8,5.118
SSP2,Sierra Leone,2075-2080,0--4,Female,0.992,0.008,477.6,3.8208
SSP2,Sierra Leone,2080-2085,0--4,Female,0.993,0.007,456.6,3.1962
SSP2,Sierra Leone,2085-2090,0--4,Female,0.994,0.006,442.5,2.655
SSP2,Sierra Leone,2090-2095,0--4,Female,0.995,0.005,426.2,2.131
SSP2,Sierra Leone,2095-2100,0--4,Female,0.996,0.004,409.6,1.6384
SSP2,Singapore,2030-2035,0--4,Female,1,0,105.2,0
SSP2,Singapore,2035-2040,0--4,Female,1,0,98.5,0
SSP2,Singapore,2040-2045,0--4,Female,1,0,93.9,0
SSP2,Singapore,2045-2050,0--4,Female,1,0,95.5,0
SSP2,Singapore,2050-2055,0--4,Female,1,0,103.1,0
SSP2,Singapore,2055-2060,0--4,Female,1,0,103.7,0
SSP2,Singapore,2060-2065,0--4,Female,1,0,102,0
SSP2,Singapore,2065-2070,0--4,Female,1,0,99.6,0
SSP2,Singapore,2070-2075,0--4,Female,1,0,97.5,0
SSP2,Singapore,2075-2080,0--4,Female,1,0,96,0
SSP2,Singapore,2080-2085,0--4,Female,1,0,94.8,0
SSP2,Singapore,2085-2090,0--4,Female,1,0,92.2,0
SSP2,Singapore,2090-2095,0--4,Female,1,0,87.7,0
SSP2,Singapore,2095-2100,0--4,Female,1,0,82.2,0
SSP2,Somalia,2030-2035,0--4,Female,0.967,0.033,1943.3,64.1289
SSP2,Somalia,2035-2040,0--4,Female,0.971,0.029,2126,61.654
SSP2,Somalia,2040-2045,0--4,Female,0.974,0.026,2289.9,59.5374
SSP2,Somalia,2045-2050,0--4,Female,0.977,0.023,2442.4,56.1752
SSP2,Somalia,2050-2055,0--4,Female,0.98,0.02,2564.9,51.298
SSP2,Somalia,2055-2060,0--4,Female,0.983,0.017,2647,44.999
SSP2,Somalia,2060-2065,0--4,Female,0.986,0.014,2679.1,37.5074
SSP2,Somalia,2065-2070,0--4,Female,0.989,0.011,2692.4,29.6164
SSP2,Somalia,2070-2075,0--4,Female,0.991,0.009,2683.8,24.1542
SSP2,Somalia,2075-2080,0--4,Female,0.993,0.007,2655.6,18.5892
SSP2,Somalia,2080-2085,0--4,Female,0.994,0.006,2616.9,15.7014
SSP2,Somalia,2085-2090,0--4,Female,0.995,0.005,2550.4,12.752
SSP2,Somalia,2090-2095,0--4,Female,0.996,0.004,2464.9,9.8596
SSP2,Somalia,2095-2100,0--4,Female,0.997,0.003,2320.4,6.9612
SSP2,South Africa,2030-2035,0--4,Female,0.995,0.005,2529.7,12.6485
SSP2,South Africa,2035-2040,0--4,Female,0.995,0.005,2443.9,12.2195
SSP2,South Africa,2040-2045,0--4,Female,0.996,0.004,2351.1,9.4044
SSP2,South Africa,2045-2050,0--4,Female,0.996,0.004,2257.6,9.0304
SSP2,South Africa,2050-2055,0--4,Female,0.996,0.004,2125,8.5
SSP2,South Africa,2055-2060,0--4,Female,0.997,0.003,2036.3,6.1089
SSP2,South Africa,2060-2065,0--4,Female,0.997,0.003,1955.3,5.8659
SSP2,South Africa,2065-2070,0--4,Female,0.997,0.003,1888.1,5.6643
SSP2,South Africa,2070-2075,0--4,Female,0.998,0.002,1812.6,3.6252
SSP2,South Africa,2075-2080,0--4,Female,0.998,0.002,1748.4,3.4968
SSP2,South Africa,2080-2085,0--4,Female,0.998,0.002,1667.8,3.3356
SSP2,South Africa,2085-2090,0--4,Female,0.998,0.002,1610,3.22
SSP2,South Africa,2090-2095,0--4,Female,0.999,0.001,1547.9,1.5479
SSP2,South Africa,2095-2100,0--4,Female,0.999,0.001,1489,1.489
SSP2,South Sudan,2030-2035,0--4,Female,0.97,0.03,743.3,22.299
SSP2,South Sudan,2035-2040,0--4,Female,0.974,0.026,802.7,20.8702
SSP2,South Sudan,2040-2045,0--4,Female,0.977,0.023,813.2,18.7036
SSP2,South Sudan,2045-2050,0--4,Female,0.98,0.02,753.1,15.062
SSP2,South Sudan,2050-2055,0--4,Female,0.983,0.017,664,11.288
SSP2,South Sudan,2055-2060,0--4,Female,0.986,0.014,609.1,8.5274
SSP2,South Sudan,2060-2065,0--4,Female,0.989,0.011,588.4,6.4724
SSP2,South Sudan,2065-2070,0--4,Female,0.991,0.009,567.6,5.1084
SSP2,South Sudan,2070-2075,0--4,Female,0.993,0.007,533,3.731
SSP2,South Sudan,2075-2080,0--4,Female,0.995,0.005,482.1,2.4105
SSP2,South Sudan,2080-2085,0--4,Female,0.996,0.004,432.9,1.7316
SSP2,South Sudan,2085-2090,0--4,Female,0.997,0.003,405.2,1.2156
SSP2,South Sudan,2090-2095,0--4,Female,0.997,0.003,394.6,1.1838
SSP2,South Sudan,2095-2100,0--4,Female,0.998,0.002,385.8,0.7716
SSP2,Sri Lanka,2030-2035,0--4,Female,0.999,0.001,687.8,0.6878
SSP2,Sri Lanka,2035-2040,0--4,Female,0.999,0.001,671.1,0.6711
SSP2,Sri Lanka,2040-2045,0--4,Female,0.999,0.001,654.7,0.6547
SSP2,Sri Lanka,2045-2050,0--4,Female,0.999,0.001,620.7,0.6207
SSP2,Sri Lanka,2050-2055,0--4,Female,1,0,580.3,0
SSP2,Sri Lanka,2055-2060,0--4,Female,1,0,547,0
SSP2,Sri Lanka,2060-2065,0--4,Female,1,0,525,0
SSP2,Sri Lanka,2065-2070,0--4,Female,1,0,505.6,0
SSP2,Sri Lanka,2070-2075,0--4,Female,1,0,491.4,0
SSP2,Sri Lanka,2075-2080,0--4,Female,1,0,468,0
SSP2,Sri Lanka,2080-2085,0--4,Female,1,0,446.3,0
SSP2,Sri Lanka,2085-2090,0--4,Female,1,0,428,0
SSP2,Sri Lanka,2090-2095,0--4,Female,1,0,410.5,0
SSP2,Sri Lanka,2095-2100,0--4,Female,1,0,397.6,0
SSP2,Sudan,2030-2035,0--4,Female,0.988,0.012,3661.6,43.9392
SSP2,Sudan,2035-2040,0--4,Female,0.99,0.01,3712.7,37.127
SSP2,Sudan,2040-2045,0--4,Female,0.991,0.009,3733.5,33.6015
SSP2,Sudan,2045-2050,0--4,Female,0.992,0.008,3805.1,30.4408
SSP2,Sudan,2050-2055,0--4,Female,0.993,0.007,3837.9,26.8653
SSP2,Sudan,2055-2060,0--4,Female,0.994,0.006,3792.6,22.7556
SSP2,Sudan,2060-2065,0--4,Female,0.995,0.005,3719.3,18.5965
SSP2,Sudan,2065-2070,0--4,Female,0.996,0.004,3605,14.42
SSP2,Sudan,2070-2075,0--4,Female,0.996,0.004,3462.2,13.8488
SSP2,Sudan,2075-2080,0--4,Female,0.997,0.003,3254.5,9.7635
SSP2,Sudan,2080-2085,0--4,Female,0.997,0.003,3108,9.324
SSP2,Sudan,2085-2090,0--4,Female,0.998,0.002,2926.6,5.8532
SSP2,Sudan,2090-2095,0--4,Female,0.998,0.002,2830.5,5.661
SSP2,Sudan,2095-2100,0--4,Female,0.998,0.002,2752.6,5.5052
SSP2,Swaziland,2030-2035,0--4,Female,0.989,0.011,65.8,0.7238
SSP2,Swaziland,2035-2040,0--4,Female,0.99,0.01,64.2,0.642
SSP2,Swaziland,2040-2045,0--4,Female,0.991,0.009,61.6,0.5544
SSP2,Swaziland,2045-2050,0--4,Female,0.992,0.008,58.5,0.468
SSP2,Swaziland,2050-2055,0--4,Female,0.992,0.008,54.2,0.4336
SSP2,Swaziland,2055-2060,0--4,Female,0.993,0.007,49.4,0.3458
SSP2,Swaziland,2060-2065,0--4,Female,0.994,0.006,45,0.27
SSP2,Swaziland,2065-2070,0--4,Female,0.994,0.006,42.6,0.2556
SSP2,Swaziland,2070-2075,0--4,Female,0.995,0.005,40.6,0.203
SSP2,Swaziland,2075-2080,0--4,Female,0.996,0.004,38.6,0.1544
SSP2,Swaziland,2080-2085,0--4,Female,0.996,0.004,36.4,0.1456
SSP2,Swaziland,2085-2090,0--4,Female,0.997,0.003,34.2,0.1026
SSP2,Swaziland,2090-2095,0--4,Female,0.997,0.003,32.4,0.0972
SSP2,Swaziland,2095-2100,0--4,Female,0.997,0.003,30.9,0.0927
SSP2,Taiwan Province of China,2030-2035,0--4,Female,0.999,0.001,406.2,0.4062
SSP2,Taiwan Province of China,2035-2040,0--4,Female,0.999,0.001,377,0.377
SSP2,Taiwan Province of China,2040-2045,0--4,Female,0.999,0.001,345.8,0.3458
SSP2,Taiwan Province of China,2045-2050,0--4,Female,1,0,332.1,0
SSP2,Taiwan Province of China,2050-2055,0--4,Female,1,0,337.6,0
SSP2,Taiwan Province of China,2055-2060,0--4,Female,1,0,310.1,0
SSP2,Taiwan Province of China,2060-2065,0--4,Female,1,0,292.2,0
SSP2,Taiwan Province of China,2065-2070,0--4,Female,1,0,284.5,0
SSP2,Taiwan Province of China,2070-2075,0--4,Female,1,0,271.4,0
SSP2,Taiwan Province of China,2075-2080,0--4,Female,1,0,260.1,0
SSP2,Taiwan Province of China,2080-2085,0--4,Female,1,0,255.2,0
SSP2,Taiwan Province of China,2085-2090,0--4,Female,1,0,247.6,0
SSP2,Taiwan Province of China,2090-2095,0--4,Female,1,0,237.8,0
SSP2,Taiwan Province of China,2095-2100,0--4,Female,1,0,229.1,0
SSP2,Thailand,2030-2035,0--4,Female,0.999,0.001,1528.9,1.5289
SSP2,Thailand,2035-2040,0--4,Female,0.999,0.001,1459.3,1.4593
SSP2,Thailand,2040-2045,0--4,Female,0.999,0.001,1384.6,1.3846
SSP2,Thailand,2045-2050,0--4,Female,0.999,0.001,1328.1,1.3281
SSP2,Thailand,2050-2055,0--4,Female,0.999,0.001,1262.8,1.2628
SSP2,Thailand,2055-2060,0--4,Female,0.999,0.001,1200.8,1.2008
SSP2,Thailand,2060-2065,0--4,Female,0.999,0.001,1153.3,1.1533
SSP2,Thailand,2065-2070,0--4,Female,0.999,0.001,1114.5,1.1145
SSP2,Thailand,2070-2075,0--4,Female,0.999,0.001,1078.5,1.0785
SSP2,Thailand,2075-2080,0--4,Female,0.999,0.001,1031.4,1.0314
SSP2,Thailand,2080-2085,0--4,Female,0.999,0.001,994.3,0.9943
SSP2,Thailand,2085-2090,0--4,Female,0.999,0.001,956,0.956
SSP2,Thailand,2090-2095,0--4,Female,0.999,0.001,925.7,0.9257
SSP2,Thailand,2095-2100,0--4,Female,0.999,0.001,888,0.888
SSP2,Timor-Leste,2030-2035,0--4,Female,0.995,0.005,79,0.395
SSP2,Timor-Leste,2035-2040,0--4,Female,0.995,0.005,78.9,0.3945
SSP2,Timor-Leste,2040-2045,0--4,Female,0.996,0.004,76.2,0.3048
SSP2,Timor-Leste,2045-2050,0--4,Female,0.996,0.004,71.8,0.2872
SSP2,Timor-Leste,2050-2055,0--4,Female,0.997,0.003,68.1,0.2043
SSP2,Timor-Leste,2055-2060,0--4,Female,0.997,0.003,64.5,0.1935
SSP2,Timor-Leste,2060-2065,0--4,Female,0.997,0.003,60.6,0.1818
SSP2,Timor-Leste,2065-2070,0--4,Female,0.998,0.002,56.7,0.1134
SSP2,Timor-Leste,2070-2075,0--4,Female,0.998,0.002,54.1,0.1082
SSP2,Timor-Leste,2075-2080,0--4,Female,0.998,0.002,51.6,0.1032
SSP2,Timor-Leste,2080-2085,0--4,Female,0.998,0.002,49.6,0.0992
SSP2,Timor-Leste,2085-2090,0--4,Female,0.998,0.002,47.3,0.0946
SSP2,Timor-Leste,2090-2095,0--4,Female,0.998,0.002,45,0.09
SSP2,Timor-Leste,2095-2100,0--4,Female,0.998,0.002,43,0.086
SSP2,Togo,2030-2035,0--4,Female,0.982,0.018,680.2,12.2436
SSP2,Togo,2035-2040,0--4,Female,0.985,0.015,699.5,10.4925
SSP2,Togo,2040-2045,0--4,Female,0.987,0.013,710.8,9.2404
SSP2,Togo,2045-2050,0--4,Female,0.989,0.011,713.8,7.8518
SSP2,Togo,2050-2055,0--4,Female,0.991,0.009,706.4,6.3576
SSP2,Togo,2055-2060,0--4,Female,0.993,0.007,695.9,4.8713
SSP2,Togo,2060-2065,0--4,Female,0.994,0.006,672.5,4.035
SSP2,Togo,2065-2070,0--4,Female,0.995,0.005,652.9,3.2645
SSP2,Togo,2070-2075,0--4,Female,0.996,0.004,616.3,2.4652
SSP2,Togo,2075-2080,0--4,Female,0.997,0.003,584.9,1.7547
SSP2,Togo,2080-2085,0--4,Female,0.997,0.003,547.4,1.6422
SSP2,Togo,2085-2090,0--4,Female,0.998,0.002,524.5,1.049
SSP2,Togo,2090-2095,0--4,Female,0.998,0.002,508.6,1.0172
SSP2,Togo,2095-2100,0--4,Female,0.999,0.001,493.2,0.4932
SSP2,Uganda,2030-2035,0--4,Female,0.992,0.008,4495.4,35.9632
SSP2,Uganda,2035-2040,0--4,Female,0.993,0.007,4776.2,33.4334
SSP2,Uganda,2040-2045,0--4,Female,0.994,0.006,4989,29.934
SSP2,Uganda,2045-2050,0--4,Female,0.995,0.005,5183.4,25.917
SSP2,Uganda,2050-2055,0--4,Female,0.995,0.005,5333.6,26.668
SSP2,Uganda,2055-2060,0--4,Female,0.996,0.004,5321.3,21.2852
SSP2,Uganda,2060-2065,0--4,Female,0.997,0.003,5331.1,15.9933
SSP2,Uganda,2065-2070,0--4,Female,0.997,0.003,5256.7,15.7701
SSP2,Uganda,2070-2075,0--4,Female,0.998,0.002,5244.7,10.4894
SSP2,Uganda,2075-2080,0--4,Female,0.998,0.002,5083.5,10.167
SSP2,Uganda,2080-2085,0--4,Female,0.998,0.002,4866.7,9.7334
SSP2,Uganda,2085-2090,0--4,Female,0.998,0.002,4615.9,9.2318
SSP2,Uganda,2090-2095,0--4,Female,0.999,0.001,4380.1,4.3801
SSP2,Uganda,2095-2100,0--4,Female,0.999,0.001,4237.3,4.2373
SSP2,United Republic of Tanzania,2030-2035,0--4,Female,0.992,0.008,5938.4,47.5072
SSP2,United Republic of Tanzania,2035-2040,0--4,Female,0.993,0.007,6281.6,43.9712
SSP2,United Republic of Tanzania,2040-2045,0--4,Female,0.994,0.006,6607.2,39.6432
SSP2,United Republic of Tanzania,2045-2050,0--4,Female,0.994,0.006,6888.4,41.3304
SSP2,United Republic of Tanzania,2050-2055,0--4,Female,0.995,0.005,7087,35.435
SSP2,United Republic of Tanzania,2055-2060,0--4,Female,0.996,0.004,7082.7,28.3308
SSP2,United Republic of Tanzania,2060-2065,0--4,Female,0.996,0.004,7082.6,28.3304
SSP2,United Republic of Tanzania,2065-2070,0--4,Female,0.997,0.003,6989.2,20.9676
SSP2,United Republic of Tanzania,2070-2075,0--4,Female,0.997,0.003,6819,20.457
SSP2,United Republic of Tanzania,2075-2080,0--4,Female,0.997,0.003,6721.8,20.1654
SSP2,United Republic of Tanzania,2080-2085,0--4,Female,0.997,0.003,6436.9,19.3107
SSP2,United Republic of Tanzania,2085-2090,0--4,Female,0.998,0.002,6055.7,12.1114
SSP2,United Republic of Tanzania,2090-2095,0--4,Female,0.998,0.002,5704.6,11.4092
SSP2,United Republic of Tanzania,2095-2100,0--4,Female,0.998,0.002,5482,10.964
SSP2,Viet Nam,2030-2035,0--4,Female,0.998,0.002,3011.9,6.0238
SSP2,Viet Nam,2035-2040,0--4,Female,0.998,0.002,2776.8,5.5536
SSP2,Viet Nam,2040-2045,0--4,Female,0.998,0.002,2660.2,5.3204
SSP2,Viet Nam,2045-2050,0--4,Female,0.999,0.001,2584,2.584
SSP2,Viet Nam,2050-2055,0--4,Female,0.999,0.001,2518.2,2.5182
SSP2,Viet Nam,2055-2060,0--4,Female,0.999,0.001,2429.3,2.4293
SSP2,Viet Nam,2060-2065,0--4,Female,0.999,0.001,2294.5,2.2945
SSP2,Viet Nam,2065-2070,0--4,Female,0.999,0.001,2160.7,2.1607
SSP2,Viet Nam,2070-2075,0--4,Female,0.999,0.001,2058.9,2.0589
SSP2,Viet Nam,2075-2080,0--4,Female,1,0,1989.2,0
SSP2,Viet Nam,2080-2085,0--4,Female,1,0,1933.5,0
SSP2,Viet Nam,2085-2090,0--4,Female,1,0,1871.7,0
SSP2,Viet Nam,2090-2095,0--4,Female,1,0,1796,0
SSP2,Viet Nam,2095-2100,0--4,Female,1,0,1714.4,0
SSP2,World,2030-2035,0--4,Female,0.992,0.008,316136.7,2529.0936
SSP2,World,2035-2040,0--4,Female,0.992,0.008,317971.7,2543.7736
SSP2,World,2040-2045,0--4,Female,0.993,0.007,319739.8,2238.1786
SSP2,World,2045-2050,0--4,Female,0.994,0.006,318400,1910.4
SSP2,World,2050-2055,0--4,Female,0.994,0.006,313827.2,1882.9632
SSP2,World,2055-2060,0--4,Female,0.995,0.005,305904.7,1529.5235
SSP2,World,2060-2065,0--4,Female,0.995,0.005,298049.9,1490.2495
SSP2,World,2065-2070,0--4,Female,0.996,0.004,289036.2,1156.1448
SSP2,World,2070-2075,0--4,Female,0.997,0.003,281197.3,843.5919
SSP2,World,2075-2080,0--4,Female,0.997,0.003,272636.7,817.9101
SSP2,World,2080-2085,0--4,Female,0.998,0.002,263175.2,526.3504
SSP2,World,2085-2090,0--4,Female,0.998,0.002,253277.5,506.555
SSP2,World,2090-2095,0--4,Female,0.998,0.002,243620.7,487.2414
SSP2,World,2095-2100,0--4,Female,0.998,0.002,233985.4,467.9708
SSP2,Zambia,2030-2035,0--4,Female,0.987,0.013,1659.3,21.5709
SSP2,Zambia,2035-2040,0--4,Female,0.988,0.012,1724.9,20.6988
SSP2,Zambia,2040-2045,0--4,Female,0.989,0.011,1775.3,19.5283
SSP2,Zambia,2045-2050,0--4,Female,0.99,0.01,1802.4,18.024
SSP2,Zambia,2050-2055,0--4,Female,0.991,0.009,1800,16.2
SSP2,Zambia,2055-2060,0--4,Female,0.992,0.008,1779.6,14.2368
SSP2,Zambia,2060-2065,0--4,Female,0.992,0.008,1760.2,14.0816
SSP2,Zambia,2065-2070,0--4,Female,0.993,0.007,1702.4,11.9168
SSP2,Zambia,2070-2075,0--4,Female,0.994,0.006,1647.3,9.8838
SSP2,Zambia,2075-2080,0--4,Female,0.995,0.005,1548.8,7.744
SSP2,Zambia,2080-2085,0--4,Female,0.995,0.005,1463.5,7.3175
SSP2,Zambia,2085-2090,0--4,Female,0.996,0.004,1413.1,5.6524
SSP2,Zambia,2090-2095,0--4,Female,0.996,0.004,1376.4,5.5056
SSP2,Zambia,2095-2100,0--4,Female,0.997,0.003,1332.9,3.9987
SSP2,Zimbabwe,2030-2035,0--4,Female,0.989,0.011,1121,12.331
SSP2,Zimbabwe,2035-2040,0--4,Female,0.99,0.01,1122.5,11.225
SSP2,Zimbabwe,2040-2045,0--4,Female,0.991,0.009,1106.4,9.9576
SSP2,Zimbabwe,2045-2050,0--4,Female,0.992,0.008,1086.1,8.6888
SSP2,Zimbabwe,2050-2055,0--4,Female,0.993,0.007,1040.1,7.2807
SSP2,Zimbabwe,2055-2060,0--4,Female,0.994,0.006,987,5.922
SSP2,Zimbabwe,2060-2065,0--4,Female,0.994,0.006,924.3,5.5458
SSP2,Zimbabwe,2065-2070,0--4,Female,0.995,0.005,859,4.295
SSP2,Zimbabwe,2070-2075,0--4,Female,0.996,0.004,800.1,3.2004
SSP2,Zimbabwe,2075-2080,0--4,Female,0.996,0.004,772.5,3.09
SSP2,Zimbabwe,2080-2085,0--4,Female,0.997,0.003,749,2.247
SSP2,Zimbabwe,2085-2090,0--4,Female,0.997,0.003,723.8,2.1714
SSP2,Zimbabwe,2090-2095,0--4,Female,0.997,0.003,686.7,2.0601
SSP2,Zimbabwe,2095-2100,0--4,Female,0.998,0.002,658.1,1.3162
SSP1,Afghanistan,2030-2035,0--4,Male,0.992,0.008,3327.1,26.6168
SSP1,Afghanistan,2035-2040,0--4,Male,0.994,0.006,3279.3,19.6758
SSP1,Afghanistan,2040-2045,0--4,Male,0.995,0.005,3179.2,15.896
SSP1,Afghanistan,2045-2050,0--4,Male,0.996,0.004,3165,12.66
SSP1,Afghanistan,2050-2055,0--4,Male,0.997,0.003,3073.3,9.2199
SSP1,Afghanistan,2055-2060,0--4,Male,0.997,0.003,2903.6,8.7108
SSP1,Afghanistan,2060-2065,0--4,Male,0.998,0.002,2690.8,5.3816
SSP1,Afghanistan,2065-2070,0--4,Male,0.998,0.002,2518.2,5.0364
SSP1,Afghanistan,2070-2075,0--4,Male,0.999,0.001,2330.4,2.3304
SSP1,Afghanistan,2075-2080,0--4,Male,0.999,0.001,2150,2.15
SSP1,Afghanistan,2080-2085,0--4,Male,0.999,0.001,1937.3,1.9373
SSP1,Afghanistan,2085-2090,0--4,Male,0.999,0.001,1726.9,1.7269
SSP1,Afghanistan,2090-2095,0--4,Male,1,0,1581.5,0
SSP1,Afghanistan,2095-2100,0--4,Male,1,0,1466.7,0
SSP1,Angola,2030-2035,0--4,Male,0.985,0.015,2865.3,42.9795
SSP1,Angola,2035-2040,0--4,Male,0.988,0.012,2859.9,34.3188
SSP1,Angola,2040-2045,0--4,Male,0.99,0.01,2818.7,28.187
SSP1,Angola,2045-2050,0--4,Male,0.992,0.008,2811.9,22.4952
SSP1,Angola,2050-2055,0--4,Male,0.994,0.006,2737,16.422
SSP1,Angola,2055-2060,0--4,Male,0.995,0.005,2592.5,12.9625
SSP1,Angola,2060-2065,0--4,Male,0.996,0.004,2434.7,9.7388
SSP1,Angola,2065-2070,0--4,Male,0.996,0.004,2278.4,9.1136
SSP1,Angola,2070-2075,0--4,Male,0.997,0.003,2104.5,6.3135
SSP1,Angola,2075-2080,0--4,Male,0.998,0.002,1947.8,3.8956
SSP1,Angola,2080-2085,0--4,Male,0.998,0.002,1768,3.536
SSP1,Angola,2085-2090,0--4,Male,0.998,0.002,1582.9,3.1658
SSP1,Angola,2090-2095,0--4,Male,0.998,0.002,1397.3,2.7946
SSP1,Angola,2095-2100,0--4,Male,0.999,0.001,1282.6,1.2826
SSP1,Bangladesh,2030-2035,0--4,Male,0.998,0.002,6314,12.628
SSP1,Bangladesh,2035-2040,0--4,Male,0.998,0.002,5502.8,11.0056
SSP1,Bangladesh,2040-2045,0--4,Male,0.999,0.001,4785.1,4.7851
SSP1,Bangladesh,2045-2050,0--4,Male,0.999,0.001,4332.4,4.3324
SSP1,Bangladesh,2050-2055,0--4,Male,0.999,0.001,3903.9,3.9039
SSP1,Bangladesh,2055-2060,0--4,Male,0.999,0.001,3515.3,3.5153
SSP1,Bangladesh,2060-2065,0--4,Male,1,0,3116.9,0
SSP1,Bangladesh,2065-2070,0--4,Male,1,0,2793.4,0
SSP1,Bangladesh,2070-2075,0--4,Male,1,0,2521.1,0
SSP1,Bangladesh,2075-2080,0--4,Male,1,0,2302.4,0
SSP1,Bangladesh,2080-2085,0--4,Male,1,0,2121,0
SSP1,Bangladesh,2085-2090,0--4,Male,1,0,1945.9,0
SSP1,Bangladesh,2090-2095,0--4,Male,1,0,1777.7,0
SSP1,Bangladesh,2095-2100,0--4,Male,1,0,1629.1,0
SSP1,Benin,2030-2035,0--4,Male,0.98,0.02,1038,20.76
SSP1,Benin,2035-2040,0--4,Male,0.984,0.016,1012.3,16.1968
SSP1,Benin,2040-2045,0--4,Male,0.988,0.012,981.9,11.7828
SSP1,Benin,2045-2050,0--4,Male,0.991,0.009,976.7,8.7903
SSP1,Benin,2050-2055,0--4,Male,0.993,0.007,947.2,6.6304
SSP1,Benin,2055-2060,0--4,Male,0.994,0.006,883.8,5.3028
SSP1,Benin,2060-2065,0--4,Male,0.995,0.005,801.9,4.0095
SSP1,Benin,2065-2070,0--4,Male,0.996,0.004,749.5,2.998
SSP1,Benin,2070-2075,0--4,Male,0.997,0.003,691.9,2.0757
SSP1,Benin,2075-2080,0--4,Male,0.998,0.002,641.7,1.2834
SSP1,Benin,2080-2085,0--4,Male,0.998,0.002,574.2,1.1484
SSP1,Benin,2085-2090,0--4,Male,0.998,0.002,513,1.026
SSP1,Benin,2090-2095,0--4,Male,0.999,0.001,452,0.452
SSP1,Benin,2095-2100,0--4,Male,0.999,0.001,409.3,0.4093
SSP1,Bhutan,2030-2035,0--4,Male,0.998,0.002,22,0.044
SSP1,Bhutan,2035-2040,0--4,Male,0.999,0.001,19.5,0.0195
SSP1,Bhutan,2040-2045,0--4,Male,0.999,0.001,17.1,0.0171
SSP1,Bhutan,2045-2050,0--4,Male,0.999,0.001,15.5,0.0155
SSP1,Bhutan,2050-2055,0--4,Male,0.999,0.001,13.8,0.0138
SSP1,Bhutan,2055-2060,0--4,Male,1,0,12.2,0
SSP1,Bhutan,2060-2065,0--4,Male,1,0,10.9,0
SSP1,Bhutan,2065-2070,0--4,Male,1,0,9.8,0
SSP1,Bhutan,2070-2075,0--4,Male,1,0,8.8,0
SSP1,Bhutan,2075-2080,0--4,Male,1,0,8,0
SSP1,Bhutan,2080-2085,0--4,Male,1,0,7.2,0
SSP1,Bhutan,2085-2090,0--4,Male,1,0,6.5,0
SSP1,Bhutan,2090-2095,0--4,Male,1,0,5.9,0
SSP1,Bhutan,2095-2100,0--4,Male,1,0,5.3,0
SSP1,Botswana,2030-2035,0--4,Male,0.997,0.003,127.3,0.3819
SSP1,Botswana,2035-2040,0--4,Male,0.998,0.002,119.1,0.2382
SSP1,Botswana,2040-2045,0--4,Male,0.998,0.002,110.5,0.221
SSP1,Botswana,2045-2050,0--4,Male,0.999,0.001,105.3,0.1053
SSP1,Botswana,2050-2055,0--4,Male,0.999,0.001,95.9,0.0959
SSP1,Botswana,2055-2060,0--4,Male,0.999,0.001,85.3,0.0853
SSP1,Botswana,2060-2065,0--4,Male,0.999,0.001,77,0.077
SSP1,Botswana,2065-2070,0--4,Male,0.999,0.001,71.5,0.0715
SSP1,Botswana,2070-2075,0--4,Male,0.999,0.001,66.5,0.0665
SSP1,Botswana,2075-2080,0--4,Male,1,0,62,0
SSP1,Botswana,2080-2085,0--4,Male,1,0,56.4,0
SSP1,Botswana,2085-2090,0--4,Male,1,0,51.9,0
SSP1,Botswana,2090-2095,0--4,Male,1,0,47,0
SSP1,Botswana,2095-2100,0--4,Male,1,0,43.6,0
SSP1,Brunei Darussalam,2030-2035,0--4,Male,0.999,0.001,13.4,0.0134
SSP1,Brunei Darussalam,2035-2040,0--4,Male,0.999,0.001,12.2,0.0122
SSP1,Brunei Darussalam,2040-2045,0--4,Male,0.999,0.001,11.3,0.0113
SSP1,Brunei Darussalam,2045-2050,0--4,Male,1,0,11,0
SSP1,Brunei Darussalam,2050-2055,0--4,Male,1,0,10.4,0
SSP1,Brunei Darussalam,2055-2060,0--4,Male,1,0,9.5,0
SSP1,Brunei Darussalam,2060-2065,0--4,Male,1,0,8.6,0
SSP1,Brunei Darussalam,2065-2070,0--4,Male,1,0,7.9,0
SSP1,Brunei Darussalam,2070-2075,0--4,Male,1,0,7.3,0
SSP1,Brunei Darussalam,2075-2080,0--4,Male,1,0,7,0
SSP1,Brunei Darussalam,2080-2085,0--4,Male,1,0,6.6,0
